,timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3,Hour_Minute,Date
23,2014-11-24 13:00:00,-47.9413268577534,0,0,24,-4.31928891789797,-146.1,-72.055222156542,150.533184216687,13:00:00,2014-11-24
24,2014-11-24 14:00:00,153.61478936474398,0,0,25,-26.656943053407,-1.43136717884343e-13,-6.81883337765246e-14,155.271732418151,14:00:00,2014-11-24
25,2014-11-24 15:00:00,523.863690352405,0,0,26,119.915349134202,146.1,72.05522215654192,159.79311906166,15:00:00,2014-11-24
26,2014-11-24 16:00:00,592.485006053172,0,0,27,9.14136248820243,253.052622985813,139.2,164.091020579157,16:00:00,2014-11-24
27,2014-11-24 17:00:00,723.6060314244521,0,0,28,38.3880775753796,292.2,196.858527882335,168.159425966737,17:00:00,2014-11-24
28,2014-11-24 18:00:00,697.946997942462,0,0,29,2.80025735147185,253.052622985813,241.101472413588,171.99264519159001,18:00:00,2014-11-24
29,2014-11-24 19:00:00,664.6669346630549,0,0,30,44.067867474162796,146.1,268.91375003887697,175.58531715001598,19:00:00,2014-11-24
30,2014-11-24 20:00:00,457.04312425372297,0,0,31,-31.289292911698,6.97972365828182e-13,278.4,178.93241716542,20:00:00,2014-11-24
31,2014-11-24 21:00:00,409.232314724781,0,0,32,72.3893006701265,-146.1,268.91375003887697,182.02926401577702,21:00:00,2014-11-24
32,2014-11-24 22:00:00,253.739445530285,0,0,33,47.8190696217712,-253.052622985813,241.101472413588,184.871526480739,22:00:00,2014-11-24
33,2014-11-24 23:00:00,88.77238614328908,0,0,34,-37.3413711382874,-292.2,196.858527882335,187.45522939924197,23:00:00,2014-11-24
34,2014-11-25 00:00:00,67.25234757334229,0,0,35,-43.671788669972294,-253.052622985813,139.2,189.776759229128,00:00:00,2014-11-25
35,2014-11-25 01:00:00,131.42044917817898,0,0,36,-22.3676420793714,-146.1,72.0552221565418,191.83286910100898,01:00:00,2014-11-25
36,2014-11-25 02:00:00,170.923072935517,0,0,37,-59.6976104237927,-2.1470507682651396e-13,1.0228250066478698e-13,193.62068335931,02:00:00,2014-11-25
37,2014-11-25 03:00:00,358.591522751593,0,0,38,51.4090433240036,146.1,-72.05522215654159,195.137701584131,03:00:00,2014-11-25
38,2014-11-25 04:00:00,313.316170696237,0,0,39,-35.91825437788629,253.052622985813,-139.2,196.381802088311,04:00:00,2014-11-25
39,2014-11-25 05:00:00,433.246009135414,0,0,40,100.55329213295,292.2,-196.858527882335,197.351244884798,05:00:00,2014-11-25
40,2014-11-25 06:00:00,348.08950207894503,0,0,41,97.0936773865375,253.052622985813,-241.101472413588,198.044674120182,06:00:00,2014-11-25
41,2014-11-25 07:00:00,157.745658514779,0,0,42,40.0982885826781,146.100000000001,-268.91375003887697,198.461119970976,07:00:00,2014-11-25
42,2014-11-25 08:00:00,18.6042729317683,0,0,43,55.404272931768105,2.504892562976e-13,-278.4,198.6,08:00:00,2014-11-25
43,2014-11-25 09:00:00,-127.82103792797899,0,0,44,44.7315921399208,-146.1,-268.91375003887697,198.461119970976,09:00:00,2014-11-25
44,2014-11-25 10:00:00,-257.528154236808,0,0,45,-6.41873295759002,-253.052622985813,-241.101472413588,198.044674120182,10:00:00,2014-11-25
45,2014-11-25 11:00:00,-245.662329419174,0,0,46,0.0449535783630248,-292.2,-196.858527882335,197.351244884798,11:00:00,2014-11-25
46,2014-11-25 12:00:00,-69.4974916032014,0,0,47,79.37332929430191,-253.052622985813,-139.2,196.381802088311,12:00:00,2014-11-25
47,2014-11-25 13:00:00,-45.5927447579173,0,0,48,-70.57522418550641,-146.1,-72.0552221565418,195.137701584131,13:00:00,2014-11-25
48,2014-11-25 14:00:00,236.626285682735,0,0,49,-5.994397676574709,-2.86273435768685e-13,-1.3637666755304902e-13,193.62068335931,14:00:00,2014-11-25
49,2014-11-25 15:00:00,352.06189747683294,0,0,50,-107.92619378071699,146.1,72.05522215654159,191.83286910100898,15:00:00,2014-11-25
50,2014-11-25 16:00:00,652.736960493387,0,0,51,19.707578278445602,253.052622985813,139.2,189.776759229128,16:00:00,2014-11-25
51,2014-11-25 17:00:00,739.8641377779339,0,0,52,11.3503804963578,292.2,196.858527882335,187.45522939924197,17:00:00,2014-11-25
52,2014-11-25 18:00:00,818.4339378392889,0,0,53,86.4083159591493,253.052622985813,241.101472413588,184.871526480739,18:00:00,2014-11-25
53,2014-11-25 19:00:00,682.4754289153859,0,0,54,31.432414860732102,146.1,268.91375003887697,182.02926401577702,19:00:00,2014-11-25
54,2014-11-25 20:00:00,476.227178719069,0,0,55,-36.105238446351294,3.22057615239771e-13,278.4,178.93241716542,20:00:00,2014-11-25
55,2014-11-25 21:00:00,374.76381346581803,0,0,56,20.364746276926102,-146.1,268.91375003887697,175.58531715001598,21:00:00,2014-11-25
56,2014-11-25 22:00:00,187.94836040091,0,0,57,-29.0931342184552,-253.052622985813,241.101472413588,171.99264519159001,22:00:00,2014-11-25
57,2014-11-25 23:00:00,145.335755587856,0,0,58,14.5178017387838,-292.2,196.858527882335,168.159425966737,23:00:00,2014-11-25
58,2014-11-26 00:00:00,176.74985012595002,0,0,59,67.51145253260671,-253.052622985813,139.2,164.091020579157,00:00:00,2014-11-26
59,2014-11-26 01:00:00,174.363589428589,0,0,60,28.615248210386895,-146.1,72.05522215654192,159.79311906166,01:00:00,2014-11-26
60,2014-11-26 02:00:00,179.432890670228,0,0,61,-36.838841747922004,-1.39594473165636e-12,6.65008578530341e-13,155.271732418151,02:00:00,2014-11-26
61,2014-11-26 03:00:00,255.519086477604,0,0,62,-31.0588755825415,146.1,-72.0552221565415,150.533184216687,03:00:00,2014-11-26
62,2014-11-26 04:00:00,347.39379898646797,0,0,63,24.9570742552515,253.052622985813,-139.2,145.58410174540398,04:00:00,2014-11-26
63,2014-11-26 05:00:00,333.77230225523,0,0,64,33.9994233939162,292.2,-196.858527882335,140.43140674364798,05:00:00,2014-11-26
64,2014-11-26 06:00:00,202.73487621000498,0,0,65,-9.29858008352608,253.05262298581403,-241.101472413587,135.082305721305,06:00:00,2014-11-26
65,2014-11-26 07:00:00,124.668143327015,0,0,66,51.9376134860568,146.1,-268.91375003887697,129.544279879835,07:00:00,2014-11-26
66,2014-11-26 08:00:00,-30.8011952863106,0,0,67,56.7737300645456,-6.44476962763564e-13,-278.4,123.825074649145,08:00:00,2014-11-26
67,2014-11-26 09:00:00,-225.54123987386,0,0,68,3.53982131011914,-146.1,-268.91375003887697,117.93268885489701,09:00:00,2014-11-26
68,2014-11-26 10:00:00,-356.030668187668,0,0,69,-42.7519363197028,-253.052622985813,-241.101472413588,111.875363531435,10:00:00,2014-11-26
69,2014-11-26 11:00:00,-334.31135886307004,0,0,70,-20.9144013766804,-292.2,-196.858527882335,105.661570395946,11:00:00,2014-11-26
70,2014-11-26 12:00:00,-221.810388952494,0,0,71,0.14223403331937498,-253.052622985813,-139.2,99.3000000000001,12:00:00,2014-11-26
71,2014-11-26 13:00:00,-63.816690454762295,0,0,72,-10.461017873251599,-146.099999999999,-72.0552221565414,92.7995495750301,13:00:00,2014-11-26
72,2014-11-26 14:00:00,178.836744822727,0,0,73,19.6674342339805,-4.294101536530279e-13,-2.0456500132957396e-13,86.1693105887471,14:00:00,2014-11-26
73,2014-11-26 15:00:00,290.550725450353,0,0,74,-81.023052736087,146.099999999999,72.055222156541,79.41855602990059,15:00:00,2014-11-26
74,2014-11-26 16:00:00,555.039908546382,0,0,75,15.2305581214033,253.052622985813,139.2,72.556727439166,16:00:00,2014-11-26
75,2014-11-26 17:00:00,663.8053344891,0,0,76,33.1533849024685,292.2,196.858527882335,65.5934217042962,17:00:00,2014-11-26
76,2014-11-26 18:00:00,651.025421288831,0,0,77,21.332948251424803,253.05262298581403,241.101472413587,58.538377638005706,18:00:00,2014-11-26
77,2014-11-26 19:00:00,363.554902034084,0,0,78,-180.860310362153,146.1,268.91375003887697,51.40146235736071,19:00:00,2014-11-26
78,2014-11-26 20:00:00,532.997161898802,0,0,79,131.40450441507602,1.50329727006962e-12,278.4,44.1926574837241,20:00:00,2014-11-26
79,2014-11-26 21:00:00,225.373162994542,0,0,80,-14.362632226890302,-146.099999999999,268.91375003887697,36.9220451825548,21:00:00,2014-11-26
80,2014-11-26 22:00:00,70.3623395613582,0,0,81,-28.2863039290047,-253.052622985813,241.101472413588,29.599794062588302,22:00:00,2014-11-26
81,2014-11-26 23:00:00,27.2824142886901,0,0,82,18.387741452238,-292.2,196.858527882335,22.236144954116998,23:00:00,2014-11-26
82,2014-11-27 00:00:00,50.145401174605205,0,0,83,66.1566275741545,-253.05262298581403,139.20000000000098,14.8413965862639,00:00:00,2014-11-27
83,2014-11-27 01:00:00,20.1050928824749,0,0,84,2.72397954265455,-146.099999999999,72.0552221565415,7.42589118327824,01:00:00,2014-11-27
84,2014-11-27 02:00:00,-57.5088181335693,0,0,85,-142.50881813356898,-5.00978512595199e-13,2.3865916821783604e-13,2.4321485431066398e-14,02:00:00,2014-11-27
85,2014-11-27 03:00:00,154.412544184895,0,0,86,1.79365752471484,146.1,-72.055222156542,-7.42589118327827,03:00:00,2014-11-27
86,2014-11-27 04:00:00,152.957595932403,0,0,87,-33.053630467146604,253.052622985813,-139.2,-14.8413965862638,04:00:00,2014-11-27
87,2014-11-27 05:00:00,117.40892029550501,0,0,88,-43.6964068680441,292.2,-196.858527882334,-22.2361449541169,05:00:00,2014-11-27
88,2014-11-27 06:00:00,59.660614653390596,0,0,89,-11.690741856247401,253.05262298581403,-241.101472413587,-29.599794062588202,06:00:00,2014-11-27
89,2014-11-27 07:00:00,-56.3493646676284,0,0,90,13.3864305538027,146.1,-268.91375003887697,-36.922045182554896,07:00:00,2014-11-27
90,2014-11-27 08:00:00,-243.912646972515,0,0,91,-12.3199894887901,-5.013402448792221e-13,-278.4,-44.192657483724005,08:00:00,2014-11-27
91,2014-11-27 09:00:00,-380.484850316658,0,0,92,-6.06963792042132,-146.099999999999,-268.91375003887697,-51.4014623573606,09:00:00,2014-11-27
92,2014-11-27 10:00:00,-454.351557956731,0,0,93,5.34091508067492,-253.052622985812,-241.101472413588,-58.53837763800551,10:00:00,2014-11-27
93,2014-11-27 11:00:00,-509.17696745251703,0,0,94,-48.52501786588571,-292.2,-196.858527882335,-65.5934217042961,11:00:00,2014-11-27
94,2014-11-27 12:00:00,-383.059469493284,0,0,95,-13.2501190683046,-253.052622985813,-139.2,-72.5567274391661,12:00:00,2014-11-27
95,2014-11-27 13:00:00,-236.905728068251,0,0,96,-35.33194988180939,-146.099999999999,-72.0552221565415,-79.41855602990059,13:00:00,2014-11-27
96,2014-11-27 14:00:00,2.3361272144511003,0,0,97,-8.49456219680104,-5.72546871537371e-13,-2.72753335106099e-13,-86.16931058874701,14:00:00,2014-11-27
97,2014-11-27 15:00:00,213.327557286772,0,0,98,-10.0281152947378,146.099999999998,72.055222156541,-92.79954957503,15:00:00,2014-11-27
98,2014-11-27 16:00:00,410.587257366818,0,0,99,18.6346343810055,253.052622985813,139.2,-99.3,16:00:00,2014-11-27
99,2014-11-27 17:00:00,418.59694212014506,0,0,100,-64.8000153662442,292.2,196.858527882335,-105.661570395946,17:00:00,2014-11-27
100,2014-11-27 18:00:00,588.455421079822,0,0,101,105.176689211857,253.052622985813,241.101472413588,-111.875363531435,18:00:00,2014-11-27
101,2014-11-27 19:00:00,402.21970241257696,0,0,102,3.13864122859729,146.1,268.91375003887697,-117.93268885489701,19:00:00,2014-11-27
102,2014-11-27 20:00:00,315.482755095439,0,0,103,57.907829744582,1.64643398795396e-12,278.4,-123.825074649144,20:00:00,2014-11-27
103,2014-11-27 21:00:00,110.634991578515,0,0,104,13.3655214194721,-146.099999999999,268.91375003887697,-129.544279879835,21:00:00,2014-11-27
104,2014-11-27 22:00:00,-18.441115031348602,0,0,105,23.592341262181396,-253.052622985813,241.101472413588,-135.082305721305,22:00:00,2014-11-27
105,2014-11-27 23:00:00,-133.332130337476,0,0,106,-3.5592514761619105,-292.2,196.858527882335,-140.43140674364798,23:00:00,2014-11-27
106,2014-11-28 00:00:00,-118.248766410369,0,0,107,34.1879583208474,-253.052622985813,139.2,-145.58410174540398,00:00:00,2014-11-28
107,2014-11-28 01:00:00,-62.7570048284214,0,0,108,53.82095723172439,-146.100000000001,72.0552221565425,-150.533184216687,01:00:00,2014-11-28
108,2014-11-28 02:00:00,70.9607538568052,0,0,109,117.232486274956,-6.44115230479542e-13,3.06847501994361e-13,-155.271732418151,02:00:00,2014-11-28
109,2014-11-28 03:00:00,-14.690731430622801,0,0,110,-38.942390212419895,146.099999999998,-72.0552221565409,-159.79311906166,03:00:00,2014-11-28
110,2014-11-28 04:00:00,60.537148331118495,0,0,111,-0.224454075538004,253.05262298581403,-139.2,-164.091020579157,04:00:00,2014-11-28
111,2014-11-28 05:00:00,90.9063737213275,0,0,112,51.7243275703995,292.2,-196.858527882335,-168.159425966737,05:00:00,2014-11-28
112,2014-11-28 06:00:00,-3.4364329118847903,0,0,113,43.6050617074784,253.05262298581403,-241.101472413587,-171.99264519158902,06:00:00,2014-11-28
113,2014-11-28 07:00:00,-196.036594838153,0,0,114,-11.6375276492614,146.1,-268.91375003887697,-175.58531715001598,07:00:00,2014-11-28
114,2014-11-28 08:00:00,-360.474571932892,0,0,115,-18.1421547674737,1.7180023468961299e-12,-278.4,-178.93241716542,08:00:00,2014-11-28
115,2014-11-28 09:00:00,-358.989853558384,0,0,116,122.053160496271,-146.100000000001,-268.91375003887697,-182.02926401577702,09:00:00,2014-11-28
116,2014-11-28 10:00:00,-622.299889618918,0,0,117,-60.274267738777894,-253.052622985813,-241.101472413588,-184.871526480739,10:00:00,2014-11-28
117,2014-11-28 11:00:00,-530.736793739262,0,0,118,27.776963542314896,-292.2,-196.858527882335,-187.45522939924197,11:00:00,2014-11-28
118,2014-11-28 12:00:00,-483.209846621792,0,0,119,-20.1804644068508,-253.052622985813,-139.2,-189.776759229128,12:00:00,2014-11-28
119,2014-11-28 13:00:00,-325.468059111732,0,0,120,-35.4799678541792,-146.100000000001,-72.0552221565425,-191.83286910100898,13:00:00,2014-11-28
120,2014-11-28 14:00:00,-68.8761436163363,0,0,121,3.7445397429780205,-2.79188946331273e-12,-1.3300171570606798e-12,-193.62068335931,14:00:00,2014-11-28
121,2014-11-28 15:00:00,-503.76414009303,1,0,122,34.9045565832322,146.1,72.05522215654192,-195.137701584131,15:00:00,2014-11-28
122,2014-11-28 16:00:00,309.164016462272,0,0,123,-9.70680443522943,253.052622985812,139.2,-196.381802088311,16:00:00,2014-11-28
123,2014-11-28 17:00:00,431.928587906016,0,0,124,16.2213049084797,292.2,196.858527882334,-197.351244884798,17:00:00,2014-11-28
124,2014-11-28 18:00:00,402.174486594636,0,0,125,-18.9349346845823,253.05262298581403,241.101472413587,-198.044674120182,18:00:00,2014-11-28
125,2014-11-28 19:00:00,332.542905282838,0,0,126,-10.0097247850635,146.100000000001,268.91375003887697,-198.461119970976,19:00:00,2014-11-28
126,2014-11-28 20:00:00,231.674882230877,0,0,127,24.874882230877105,-2.86635168052708e-13,278.4,-198.6,20:00:00,2014-11-28
127,2014-11-28 21:00:00,7.19954482568787,0,0,128,-45.1530852422116,-146.100000000001,268.91375003887697,-198.461119970976,21:00:00,2014-11-28
128,2014-11-28 22:00:00,-94.4076337522719,0,0,129,-13.411809059865801,-253.052622985812,241.101472413588,-198.044674120182,22:00:00,2014-11-28
129,2014-11-28 23:00:00,-90.30277635249429,0,0,130,72.38994064996841,-292.2,196.858527882335,-197.351244884798,23:00:00,2014-11-28
130,2014-11-29 00:00:00,-164.737831334253,0,0,131,14.4965937398702,-253.052622985813,139.2,-196.381802088311,00:00:00,2014-11-29
131,2014-11-29 01:00:00,-85.18818138937101,0,0,132,51.9942980382181,-146.1,72.05522215654159,-195.137701584131,01:00:00,2014-11-29
132,2014-11-29 02:00:00,-110.816868020234,0,0,133,-50.196184660925,1.2889539255271299e-12,-6.14039652407174e-13,-193.62068335931,02:00:00,2014-11-29
133,2014-11-29 03:00:00,134.26109811004,0,0,134,118.049189367591,146.099999999998,-72.0552221565409,-191.83286910100898,03:00:00,2014-11-29
134,2014-11-29 04:00:00,2.0197399870592903,0,0,135,-57.056123769626,253.052622985812,-139.2,-189.776759229128,04:00:00,2014-11-29
135,2014-11-29 05:00:00,40.8149285095764,0,0,136,-3.0713142088469905,292.2,-196.858527882335,-187.45522939924197,05:00:00,2014-11-29
136,2014-11-29 06:00:00,-92.72641238690149,0,0,137,-56.80603647838739,253.052622985813,-241.101472413588,-184.871526480739,06:00:00,2014-11-29
137,2014-11-29 07:00:00,-128.300427675396,0,0,138,38.542586379259205,146.099999999999,-268.91375003887697,-182.02926401577702,07:00:00,2014-11-29
138,2014-11-29 08:00:00,-335.133958498807,0,0,139,-16.8015413333888,1.86113906478048e-12,-278.4,-178.93241716542,08:00:00,2014-11-29
139,2014-11-29 09:00:00,-438.937498647479,0,0,140,11.6615685414125,-146.099999999999,-268.91375003887697,-175.58531715001598,09:00:00,2014-11-29
140,2014-11-29 10:00:00,-452.07323405113505,0,0,141,73.0735065398556,-253.052622985813,-241.101472413588,-171.99264519159001,10:00:00,2014-11-29
141,2014-11-29 11:00:00,-584.809783133438,0,0,142,-69.59182928436461,-292.2,-196.858527882336,-168.159425966737,11:00:00,2014-11-29
142,2014-11-29 12:00:00,-375.66441236899595,0,0,143,37.6792311959717,-253.052622985812,-139.19999999999902,-164.091020579157,12:00:00,2014-11-29
143,2014-11-29 13:00:00,-327.402684419838,0,0,144,-93.4543432016341,-146.100000000001,-72.0552221565426,-159.79311906166,13:00:00,2014-11-29
144,2014-11-29 14:00:00,-22.656775544059702,0,0,145,-12.3850431259076,-8.588203073060558e-13,-4.091300026591479e-13,-155.271732418151,14:00:00,2014-11-29
145,2014-11-29 15:00:00,185.6703349418,0,0,146,-27.9517029980545,146.1,72.0552221565418,-150.533184216687,15:00:00,2014-11-29
146,2014-11-29 16:00:00,400.759289095849,0,0,147,7.090767855442411,253.052622985811,139.19999999999902,-145.58410174540398,16:00:00,2014-11-29
147,2014-11-29 17:00:00,500.74683339792506,0,0,148,4.1197122592381,292.2,196.858527882335,-140.43140674364798,17:00:00,2014-11-29
148,2014-11-29 18:00:00,1177.32621477683,1,0,149,-14.431792149941302,253.05262298581403,241.101472413587,-135.082305721305,18:00:00,2014-11-29
149,2014-11-29 19:00:00,425.64034671545096,0,0,150,-9.82912344359185,146.100000000001,268.91375003887697,-129.544279879835,19:00:00,2014-11-29
150,2014-11-29 20:00:00,346.64593415250704,0,0,151,41.0710088016518,-1.43498450168365e-13,278.4,-123.825074649145,20:00:00,2014-11-29
151,2014-11-29 21:00:00,186.458705200637,0,0,152,29.577644016655196,-146.099999999997,268.91375003887697,-117.93268885489799,21:00:00,2014-11-29
152,2014-11-29 22:00:00,62.6872331446054,0,0,153,33.5137472482645,-253.052622985812,241.101472413588,-111.875363531435,22:00:00,2014-11-29
153,2014-11-29 23:00:00,-62.4631086672898,0,0,154,-15.460066153679099,-292.2,196.858527882335,-105.661570395946,23:00:00,2014-11-29
154,2014-11-30 00:00:00,7.06367407141101,0,0,155,65.21629705722421,-253.052622985813,139.2,-99.3000000000001,00:00:00,2014-11-30
155,2014-11-30 01:00:00,8.447715052032269,0,0,156,19.2920424705205,-146.1,72.0552221565417,-92.7995495750301,01:00:00,2014-11-30
156,2014-11-30 02:00:00,119.25537990878999,0,0,157,48.424690497538606,-3.00659454013924e-12,1.43229965772547e-12,-86.1693105887471,02:00:00,2014-11-30
157,2014-11-30 03:00:00,171.839116105879,0,0,158,19.2128942923222,146.099999999998,-72.0552221565408,-79.4185560299007,03:00:00,2014-11-30
158,2014-11-30 04:00:00,192.755835780777,0,0,159,-7.54005976587008,253.052622985812,-139.2,-72.556727439166,04:00:00,2014-11-30
159,2014-11-30 05:00:00,83.717034096376,0,0,160,-106.031016316993,292.2,-196.858527882335,-65.5934217042962,05:00:00,2014-11-30
160,2014-11-30 06:00:00,146.14438731594402,0,0,161,31.7316143817251,253.052622985813,-241.101472413588,-58.538377638005706,06:00:00,2014-11-30
161,2014-11-30 07:00:00,12.2306608454089,0,0,162,24.4458732416433,146.100000000003,-268.913750038876,-51.4014623573606,07:00:00,2014-11-30
162,2014-11-30 08:00:00,-139.5618177952,0,0,163,20.030839688522,2.00427578266482e-12,-278.4,-44.1926574837241,08:00:00,2014-11-30
163,2014-11-30 09:00:00,-261.990328445624,0,0,164,25.945466775806604,-146.099999999999,-268.91375003887697,-36.922045182554896,09:00:00,2014-11-30
164,2014-11-30 10:00:00,-389.347293582537,0,0,165,-30.593404120548602,-253.052622985811,-241.101472413589,-29.599794062588398,10:00:00,2014-11-30
165,2014-11-30 11:00:00,-383.09998403437004,0,0,166,-37.8053111979166,-292.2,-196.858527882336,-22.236144954117197,11:00:00,2014-11-30
166,2014-11-30 12:00:00,-280.125483866344,0,0,167,-40.031464294268396,-253.052622985812,-139.19999999999902,-14.8413965862638,12:00:00,2014-11-30
167,2014-11-30 13:00:00,-95.5100629828291,0,0,168,-37.928949643012096,-146.099999999998,-72.0552221565407,-7.42589118327826,13:00:00,2014-11-30
168,2014-11-30 14:00:00,185.916876029356,0,0,169,16.9168760293579,-1.0019570251904e-12,-4.773183364356721e-13,-4.8642970862132897e-14,14:00:00,2014-11-30
169,2014-11-30 15:00:00,405.076216953248,0,0,170,9.495103613428471,146.1,72.0552221565417,7.42589118327834,15:00:00,2014-11-30
170,2014-11-30 16:00:00,595.911147829446,0,0,171,17.8171282573683,253.052622985813,139.2,14.8413965862639,16:00:00,2014-11-30
171,2014-11-30 17:00:00,622.188206767297,0,0,172,-61.1064660691535,292.2,196.858527882334,22.2361449541169,17:00:00,2014-11-30
172,2014-11-30 18:00:00,717.5763000167681,0,0,173,20.822410554778198,253.05262298581403,241.101472413587,29.5997940625881,18:00:00,2014-11-30
173,2014-11-30 19:00:00,607.598697328695,0,0,174,-18.3370978927368,146.100000000001,268.91375003887697,36.922045182554704,19:00:00,2014-11-30
174,2014-11-30 20:00:00,501.672073808385,0,0,175,4.07941632465705,4.152050015498e-12,278.4,44.192657483724005,20:00:00,2014-11-30
175,2014-11-30 21:00:00,335.534181165424,0,0,176,-14.681031230815899,-146.099999999997,268.91375003887697,51.401462357360494,21:00:00,2014-11-30
176,2014-11-30 22:00:00,297.894396646972,0,0,177,74.30716958119051,-253.052622985812,241.101472413588,58.5383776380054,22:00:00,2014-11-30
177,2014-11-30 23:00:00,187.999616322365,0,0,178,39.747666735734896,-292.2,196.858527882334,65.59342170429629,23:00:00,2014-11-30
178,2014-12-01 00:00:00,188.844950624511,0,0,179,51.1408461711576,-253.052622985813,139.2,72.5567274391661,00:00:00,2014-12-01
179,2014-12-01 01:00:00,148.376070047518,0,0,180,-36.997708138924395,-146.1,72.0552221565417,79.41855602990059,01:00:00,2014-12-01
180,2014-12-01 02:00:00,303.152691121462,0,0,181,35.983380532714705,1.00268048975844e-12,-4.77662984854125e-13,86.16931058874701,02:00:00,2014-12-01
181,2014-12-01 03:00:00,244.28577078220002,0,0,182,-104.55855663628799,146.099999999998,-72.0552221565407,92.79954957503,03:00:00,2014-12-01
182,2014-12-01 04:00:00,341.425093762177,0,0,183,-54.727529223636,253.052622985812,-139.19999999999902,99.3,04:00:00,2014-12-01
183,2014-12-01 05:00:00,344.698653166033,0,0,184,-40.3043893475782,292.2,-196.858527882335,105.661570395946,05:00:00,2014-12-01
184,2014-12-01 06:00:00,300.395146910481,0,0,185,-8.431367193182679,253.05262298581502,-241.101472413587,111.875363531435,06:00:00,2014-12-01
185,2014-12-01 07:00:00,275.670450254848,0,0,186,94.5515114388247,146.100000000003,-268.913750038876,117.93268885489701,07:00:00,2014-12-01
186,2014-12-01 08:00:00,15.997157155881,0,0,187,-16.4279174932655,2.1474125005491597e-12,-278.4,123.825074649144,08:00:00,2014-12-01
187,2014-12-01 09:00:00,-18.490422269100897,0,0,188,78.979047889943,-146.100000000003,-268.913750038876,129.544279879835,09:00:00,2014-12-01
188,2014-12-01 10:00:00,-182.98355577972902,0,0,189,-12.911766101633,-253.052622985813,-241.101472413588,135.082305721305,10:00:00,2014-12-01
189,2014-12-01 11:00:00,-87.9041849181813,0,0,190,70.7229362205052,-292.2,-196.858527882335,140.43140674364798,11:00:00,2014-12-01
